qid,row_id,state_hash,verdict,label,reviewer,at,kind
claims_done,07b57159#0,5ab161c14a7ad6d8,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,09d9abe9#10,05141b6b105c7b0c,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,09d9abe9#12,05d63f92ff1836a4,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,09d9abe9#14,04ec9ee593a0fe1e,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,09d9abe9#15,7d2a9dbad42033a3,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,09d9abe9#17,b3863f2a247c2577,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,09d9abe9#7,378026ec0e3916b0,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,11ef2190#0,7c017323c18dea15,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,17c2cf98#10,d42868ffc2e92da8,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,39082932#7,9b55685b4e908233,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,3be5ba0c#1,0296eb9a6d443ed8,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,3be5ba0c#12,3d3e78a250728257,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,3be5ba0c#13,b3549d1ed29ecf2c,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,4222016d#1,29fb5e204b1550ed,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,4222016d#2,6fafbf4765ea692a,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,4222016d#3,bc6e0948f620a099,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,4222016d#9,c88dc9810c5362b9,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#12,8548a733e01f37a6,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#22,25a074b81ab3895b,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#27,64973dfc0de86a18,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#37,abd3cfce0dc12d58,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#38,29a0b7b265d075d3,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#41,52ada6dde6324852,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#44,3360a76aa5fad637,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#47,f54c11a42291a80a,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#50,1b6c3fe514c88a1a,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#53,5b6a524579b40e0e,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#56,54af38e4b07714b5,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#6,23b97f45eba6e41f,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#61,20f54341deaecef1,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#66,3f92530fbeff3986,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,47d9fc04#7,379f1c3cbaec68aa,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,6a7964ed#3,48df0284cd604d99,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,7563bddf#0,4218d691d84786a1,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,7563bddf#1,838f392b494333d0,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,7563bddf#4,251169b6b31ab134,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,7563bddf#5,49ebf5e57c3af006,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,7563bddf#9,6b416497929ff65b,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,860618e1#18,bb20d3d4f466708c,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,860618e1#21,748725bc66971b86,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,860618e1#4,ff40924157a59646,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,89cf9e13#5,5b2ef9a0c0f56191,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,ba1b4916#1,3e26186dd49d4138,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,ba1b4916#11,2ca378b3e08ce61d,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,c84c0ad3#1,950f0f958800bfeb,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,c84c0ad3#8,51021cda502e2ed7,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,c84c0ad3#9,1562ea8c9c16c984,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,c99032e9#1,252b7500108e60e3,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,d4c4d47d#12,f35cff4f85f8fd5f,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,d4c4d47d#15,0e0e733e3e0e029a,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,d4c4d47d#21,43dd1fb471f299a5,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,d4c4d47d#3,19f252657c025ad4,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,d4c4d47d#5,7a8204965d629a50,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,da5d32d6#24,dab16fec9ca6bc23,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,da5d32d6#27,b0beeb07c9ddcc44,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,da5d32d6#28,6985e8bb18b5695e,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,da5d32d6#32,aaff8e7c03423140,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,da5d32d6#9,a8c3b3370f6d1d2b,labeled,yes,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,f93127ef#1,16211a06f6c76bd8,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
claims_done,f93127ef#2,d4255da8225cf2dd,labeled,no,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
